place,date,value,StringencyIndex_Average_ForDisplay
Grocery & pharmacy,2021-02-04,79.14285714285714,39.81
Residential,2021-02-04,117.57142857142857,39.81
Transit stations,2021-02-05,36.57142857142857,39.81
Workplaces,2021-02-05,55.42857142857143,39.81
Retail & recreation,2021-02-05,38.142857142857146,39.81
Grocery & pharmacy,2021-02-05,78.71428571428571,39.81
Residential,2021-02-05,117.71428571428571,39.81
Transit stations,2021-02-06,36.42857142857143,39.81
Workplaces,2021-02-06,55.285714285714285,39.81
Retail & recreation,2021-02-06,38.142857142857146,39.81
Grocery & pharmacy,2021-02-06,79.14285714285714,39.81
Residential,2021-02-06,117.71428571428571,39.81
Transit stations,2021-02-07,36.57142857142857,39.81
Workplaces,2021-02-07,55.142857142857146,39.81
Retail & recreation,2021-02-07,38.285714285714285,39.81
Grocery & pharmacy,2021-02-07,79.71428571428571,39.81
Residential,2021-02-07,117.71428571428571,39.81
Transit stations,2021-02-08,36.714285714285715,39.81
Workplaces,2021-02-08,55.142857142857146,39.81
Retail & recreation,2021-02-08,38.57142857142857,39.81
Grocery & pharmacy,2021-02-08,80.42857142857143,39.81
Residential,2021-02-08,117.71428571428571,39.81
Transit stations,2021-02-09,36.57142857142857,39.81
Workplaces,2021-02-09,55.142857142857146,39.81
Retail & recreation,2021-02-09,38.714285714285715,39.81
Grocery & pharmacy,2021-02-09,81,39.81
Residential,2021-02-09,117.71428571428571,39.81
Transit stations,2021-02-10,36.42857142857143,39.81
Workplaces,2021-02-10,55.142857142857146,39.81
Retail & recreation,2021-02-10,39,39.81
Grocery & pharmacy,2021-02-10,82.14285714285714,39.81
Residential,2021-02-10,117.71428571428571,39.81
Transit stations,2021-02-11,36.714285714285715,39.81
Workplaces,2021-02-11,55.42857142857143,39.81
Retail & recreation,2021-02-11,39.42857142857143,39.81
Grocery & pharmacy,2021-02-11,83,39.81
Residential,2021-02-11,117.71428571428571,39.81
Transit stations,2021-02-12,37.142857142857146,39.81
Workplaces,2021-02-12,55.285714285714285,39.81
Retail & recreation,2021-02-12,40.57142857142857,39.81
Grocery & pharmacy,2021-02-12,84.14285714285714,39.81
Residential,2021-02-12,117.57142857142857,39.81
Transit stations,2021-02-13,37.42857142857143,39.81
Workplaces,2021-02-13,55.285714285714285,39.81
Retail & recreation,2021-02-13,41.42857142857143,39.81
Grocery & pharmacy,2021-02-13,85.28571428571429,39.81
Residential,2021-02-13,117.42857142857143,39.81
Transit stations,2021-02-14,37.57142857142857,39.81
Workplaces,2021-02-14,55.142857142857146,39.81
Retail & recreation,2021-02-14,42,39.81
Grocery & pharmacy,2021-02-14,85.42857142857143,39.81
Residential,2021-02-14,117.42857142857143,39.81
Transit stations,2021-02-15,37.857142857142854,39.81
Workplaces,2021-02-15,54.714285714285715,39.81
Retail & recreation,2021-02-15,42.42857142857143,39.81
Grocery & pharmacy,2021-02-15,85.71428571428571,39.81
Residential,2021-02-15,117.42857142857143,39.81
Transit stations,2021-02-16,38,39.81
Workplaces,2021-02-16,54.285714285714285,39.81
Retail & recreation,2021-02-16,42.57142857142857,39.81
Grocery & pharmacy,2021-02-16,85.42857142857143,39.81
Residential,2021-02-16,117.42857142857143,39.81
Transit stations,2021-02-17,38.57142857142857,39.81
Workplaces,2021-02-17,54.714285714285715,39.81
Retail & recreation,2021-02-17,42.714285714285715,39.81
Grocery & pharmacy,2021-02-17,85,39.81
Residential,2021-02-17,117.28571428571429,39.81
Transit stations,2021-02-18,39.714285714285715,39.81
Workplaces,2021-02-18,55.285714285714285,39.81
Retail & recreation,2021-02-18,43.42857142857143,39.81
Grocery & pharmacy,2021-02-18,85.42857142857143,39.81
Residential,2021-02-18,117.14285714285714,39.81
Transit stations,2021-02-19,39.857142857142854,39.81
Workplaces,2021-02-19,56.142857142857146,39.81
Retail & recreation,2021-02-19,43.42857142857143,39.81
Grocery & pharmacy,2021-02-19,85.42857142857143,39.81
Residential,2021-02-19,117,39.81
Transit stations,2021-02-20,40.142857142857146,39.81
Workplaces,2021-02-20,56.857142857142854,39.81
Retail & recreation,2021-02-20,43.42857142857143,39.81
Grocery & pharmacy,2021-02-20,85.14285714285714,39.81
Residential,2021-02-20,116.85714285714286,39.81
Transit stations,2021-02-21,40.42857142857143,39.81
Workplaces,2021-02-21,57.57142857142857,39.81
Retail & recreation,2021-02-21,43.57142857142857,39.81
Grocery & pharmacy,2021-02-21,85.57142857142857,39.81
Residential,2021-02-21,116.71428571428571,39.81
Transit stations,2021-02-22,40.714285714285715,39.81
Workplaces,2021-02-22,58.42857142857143,39.81
Retail & recreation,2021-02-22,43.857142857142854,39.81
Grocery & pharmacy,2021-02-22,86,39.81
Residential,2021-02-22,116.42857142857143,39.81
Transit stations,2021-02-23,41.42857142857143,39.81
Workplaces,2021-02-23,59.285714285714285,39.81
Retail & recreation,2021-02-23,44.714285714285715,39.81
Grocery & pharmacy,2021-02-23,87,39.81
Residential,2021-02-23,116.14285714285714,39.81
Transit stations,2021-02-24,42.142857142857146,39.81
Workplaces,2021-02-24,59.714285714285715,39.81
Retail & recreation,2021-02-24,45.57142857142857,39.81
Grocery & pharmacy,2021-02-24,87.71428571428571,39.81
Residential,2021-02-24,115.85714285714286,39.81
Transit stations,2021-02-25,42.42857142857143,39.81
Workplaces,2021-02-25,60.142857142857146,39.81
Retail & recreation,2021-02-25,46.285714285714285,39.81
Grocery & pharmacy,2021-02-25,88.57142857142857,39.81
Residential,2021-02-25,115.71428571428571,39.81
Transit stations,2021-02-26,42.714285714285715,39.81
Workplaces,2021-02-26,60.285714285714285,39.81
Retail & recreation,2021-02-26,46.714285714285715,39.81
Grocery & pharmacy,2021-02-26,89.14285714285714,39.81
Residential,2021-02-26,115.71428571428571,39.81
Transit stations,2021-02-27,42.857142857142854,39.81
Workplaces,2021-02-27,60.42857142857143,39.81
Retail & recreation,2021-02-27,47.142857142857146,39.81
Grocery & pharmacy,2021-02-27,89.57142857142857,39.81
Residential,2021-02-27,115.57142857142857,39.81
Transit stations,2021-02-28,42.857142857142854,39.81
Workplaces,2021-02-28,60.42857142857143,39.81
Retail & recreation,2021-02-28,47.142857142857146,39.81
Grocery & pharmacy,2021-02-28,89.57142857142857,39.81
Residential,2021-02-28,115.42857142857143,39.81
Transit stations,2021-03-01,42.857142857142854,39.81
Workplaces,2021-03-01,60.42857142857143,39.81
Retail & recreation,2021-03-01,47,39.81
Grocery & pharmacy,2021-03-01,89.57142857142857,39.81
Residential,2021-03-01,115.42857142857143,39.81
Transit stations,2021-03-02,42.714285714285715,39.81
Workplaces,2021-03-02,60.57142857142857,39.81
Retail & recreation,2021-03-02,46.714285714285715,39.81
Grocery & pharmacy,2021-03-02,89.42857142857143,39.81
Residential,2021-03-02,115.42857142857143,39.81
Transit stations,2021-03-03,42.42857142857143,39.81
Workplaces,2021-03-03,60.714285714285715,39.81
Retail & recreation,2021-03-03,46.57142857142857,39.81
Grocery & pharmacy,2021-03-03,89.42857142857143,39.81
Residential,2021-03-03,115.57142857142857,39.81
Transit stations,2021-03-04,42.285714285714285,39.81
Workplaces,2021-03-04,60.857142857142854,39.81
Retail & recreation,2021-03-04,46.42857142857143,39.81
Grocery & pharmacy,2021-03-04,89.42857142857143,39.81
Residential,2021-03-04,115.57142857142857,39.81
Transit stations,2021-03-05,42.714285714285715,39.81
Workplaces,2021-03-05,61.142857142857146,39.81
Retail & recreation,2021-03-05,46.714285714285715,39.81
Grocery & pharmacy,2021-03-05,90,39.81
Residential,2021-03-05,115.28571428571429,39.81
Transit stations,2021-03-06,43.57142857142857,39.81
Workplaces,2021-03-06,61.57142857142857,39.81
Retail & recreation,2021-03-06,47.142857142857146,39.81
Grocery & pharmacy,2021-03-06,90.57142857142857,39.81
Residential,2021-03-06,115,39.81
Transit stations,2021-03-07,43.857142857142854,39.81
Workplaces,2021-03-07,62.142857142857146,39.81
Retail & recreation,2021-03-07,47,39.81
Grocery & pharmacy,2021-03-07,90.71428571428571,39.81
Residential,2021-03-07,114.85714285714286,39.81
Transit stations,2021-03-08,44.42857142857143,39.81
Workplaces,2021-03-08,62.714285714285715,39.81
Retail & recreation,2021-03-08,47.142857142857146,39.81
Grocery & pharmacy,2021-03-08,91.28571428571429,39.81
Residential,2021-03-08,114.71428571428571,39.81
Transit stations,2021-03-09,45,39.81
Workplaces,2021-03-09,63.285714285714285,39.81
Retail & recreation,2021-03-09,47.285714285714285,39.81
Grocery & pharmacy,2021-03-09,92,39.81
Residential,2021-03-09,114.42857142857143,39.81
Transit stations,2021-03-10,45,39.81
Workplaces,2021-03-10,63.42857142857143,39.81
Retail & recreation,2021-03-10,47.42857142857143,39.81
Grocery & pharmacy,2021-03-10,93.57142857142857,39.81
Residential,2021-03-10,114.42857142857143,39.81
Transit stations,2021-03-11,45.285714285714285,39.81
Workplaces,2021-03-11,64.57142857142857,39.81
Retail & recreation,2021-03-11,47.142857142857146,39.81
Grocery & pharmacy,2021-03-11,93.85714285714286,39.81
Residential,2021-03-11,114.28571428571429,39.81
Transit stations,2021-03-12,45.714285714285715,39.81
Workplaces,2021-03-12,65,39.81
Retail & recreation,2021-03-12,47.142857142857146,39.81
Grocery & pharmacy,2021-03-12,93.71428571428571,39.81
Residential,2021-03-12,114.14285714285714,39.81
Transit stations,2021-03-13,45.857142857142854,39.81
Workplaces,2021-03-13,65.28571428571429,39.81
Retail & recreation,2021-03-13,47.142857142857146,39.81
Grocery & pharmacy,2021-03-13,93.71428571428571,39.81
Residential,2021-03-13,114.14285714285714,39.81
Transit stations,2021-03-14,46.714285714285715,39.81
Workplaces,2021-03-14,65.57142857142857,39.81
Retail & recreation,2021-03-14,48,39.81
Grocery & pharmacy,2021-03-14,94.42857142857143,39.81
Residential,2021-03-14,113.85714285714286,39.81
Transit stations,2021-03-15,47.142857142857146,39.81
Workplaces,2021-03-15,65.85714285714286,39.81
Retail & recreation,2021-03-15,48.285714285714285,39.81
Grocery & pharmacy,2021-03-15,94.57142857142857,39.81
Residential,2021-03-15,113.71428571428571,39.81
Transit stations,2021-03-16,47.57142857142857,39.81
Workplaces,2021-03-16,66,39.81
Retail & recreation,2021-03-16,48.42857142857143,39.81
Grocery & pharmacy,2021-03-16,94.42857142857143,39.81
Residential,2021-03-16,113.71428571428571,39.81
Transit stations,2021-03-17,48,39.81
Workplaces,2021-03-17,66.14285714285714,39.81
Retail & recreation,2021-03-17,48.285714285714285,39.81
Grocery & pharmacy,2021-03-17,93.14285714285714,39.81
Residential,2021-03-17,113.57142857142857,39.81
Transit stations,2021-03-18,48.142857142857146,39.81
Workplaces,2021-03-18,65.42857142857143,39.81
Retail & recreation,2021-03-18,48.714285714285715,39.81
Grocery & pharmacy,2021-03-18,93,39.81
Residential,2021-03-18,113.57142857142857,39.81
Transit stations,2021-03-19,48.42857142857143,39.81
Workplaces,2021-03-19,65.57142857142857,39.81
Retail & recreation,2021-03-19,49,39.81
Grocery & pharmacy,2021-03-19,93.42857142857143,39.81
Residential,2021-03-19,113.57142857142857,39.81
Transit stations,2021-03-20,48.57142857142857,39.81
Workplaces,2021-03-20,65.71428571428571,39.81
Retail & recreation,2021-03-20,49.142857142857146,39.81
Grocery & pharmacy,2021-03-20,93.71428571428571,39.81
Residential,2021-03-20,113.42857142857143,39.81
Transit stations,2021-03-21,48.57142857142857,39.81
Workplaces,2021-03-21,65.85714285714286,39.81
Retail & recreation,2021-03-21,49.285714285714285,39.81
Grocery & pharmacy,2021-03-21,94,39.81
Residential,2021-03-21,113.42857142857143,39.81
Transit stations,2021-03-22,48.714285714285715,39.81
Workplaces,2021-03-22,65.85714285714286,39.81
Retail & recreation,2021-03-22,49.57142857142857,39.81
Grocery & pharmacy,2021-03-22,94.28571428571429,39.81
Residential,2021-03-22,113.28571428571429,39.81
Transit stations,2021-03-23,48.57142857142857,39.81
Workplaces,2021-03-23,65.85714285714286,39.81
Retail & recreation,2021-03-23,49.57142857142857,39.81
Grocery & pharmacy,2021-03-23,94.42857142857143,39.81
Residential,2021-03-23,113.28571428571429,39.81
Transit stations,2021-03-24,48.714285714285715,39.81
Workplaces,2021-03-24,66,39.81
Retail & recreation,2021-03-24,49.857142857142854,39.81
Grocery & pharmacy,2021-03-24,94.71428571428571,39.81
Residential,2021-03-24,113.28571428571429,39.81
Transit stations,2021-03-25,48.142857142857146,39.81
Workplaces,2021-03-25,65.57142857142857,39.81
Retail & recreation,2021-03-25,49.42857142857143,39.81
Grocery & pharmacy,2021-03-25,94.28571428571429,39.81
Residential,2021-03-25,113.42857142857143,39.81
Transit stations,2021-03-26,48.285714285714285,39.81
Workplaces,2021-03-26,65.28571428571429,39.81
Retail & recreation,2021-03-26,50,39.81
Grocery & pharmacy,2021-03-26,94.85714285714286,39.81
Residential,2021-03-26,113.28571428571429,39.81
Transit stations,2021-03-27,48.857142857142854,19.44
Workplaces,2021-03-27,65,19.44
Retail & recreation,2021-03-27,50.857142857142854,19.44
Grocery & pharmacy,2021-03-27,95.85714285714286,19.44
Residential,2021-03-27,113.14285714285714,19.44
Transit stations,2021-03-28,49.42857142857143,19.44
Workplaces,2021-03-28,64.71428571428571,19.44
Retail & recreation,2021-03-28,51.714285714285715,19.44
Grocery & pharmacy,2021-03-28,97.14285714285714,19.44
Residential,2021-03-28,113,19.44
Transit stations,2021-03-29,50,19.44
Workplaces,2021-03-29,64.42857142857143,19.44
Retail & recreation,2021-03-29,53.142857142857146,19.44
Grocery & pharmacy,2021-03-29,99.71428571428571,19.44
Residential,2021-03-29,112.71428571428571,19.44
Transit stations,2021-03-30,49,19.44
Workplaces,2021-03-30,60.285714285714285,19.44
Retail & recreation,2021-03-30,53.42857142857143,19.44
Grocery & pharmacy,2021-03-30,99.85714285714286,19.44
Residential,2021-03-30,113.42857142857143,19.44
Transit stations,2021-03-31,49.285714285714285,19.44
Workplaces,2021-03-31,59.42857142857143,19.44
Retail & recreation,2021-03-31,53.42857142857143,19.44
Grocery & pharmacy,2021-03-31,100.85714285714286,19.44
Residential,2021-03-31,113.14285714285714,19.44
Transit stations,2021-04-01,50.42857142857143,19.44
Workplaces,2021-04-01,59.285714285714285,19.44
Retail & recreation,2021-04-01,51.857142857142854,19.44
Grocery & pharmacy,2021-04-01,97.14285714285714,19.44
Residential,2021-04-01,112.71428571428571,19.44
Transit stations,2021-04-02,48,19.44
Workplaces,2021-04-02,54.57142857142857,19.44
Retail & recreation,2021-04-02,51,19.44
Grocery & pharmacy,2021-04-02,95.57142857142857,19.44
Residential,2021-04-02,114.14285714285714,19.44
Transit stations,2021-04-03,47,19.44
Workplaces,2021-04-03,53.42857142857143,19.44
Retail & recreation,2021-04-03,50.57142857142857,19.44
Grocery & pharmacy,2021-04-03,95,19.44
Residential,2021-04-03,114.57142857142857,19.44
Transit stations,2021-04-04,46.142857142857146,19.44
Workplaces,2021-04-04,52.42857142857143,19.44
Retail & recreation,2021-04-04,50,19.44
Grocery & pharmacy,2021-04-04,93.71428571428571,19.44
Residential,2021-04-04,114.85714285714286,19.44
Transit stations,2021-04-05,45.285714285714285,19.44
Workplaces,2021-04-05,51.714285714285715,19.44
Retail & recreation,2021-04-05,49,19.44
Grocery & pharmacy,2021-04-05,91.14285714285714,19.44
Residential,2021-04-05,115.28571428571429,19.44
Transit stations,2021-04-06,46.285714285714285,19.44
Workplaces,2021-04-06,54.857142857142854,19.44
Retail & recreation,2021-04-06,49.142857142857146,19.44
Grocery & pharmacy,2021-04-06,90.71428571428571,19.44
Residential,2021-04-06,114.57142857142857,19.44
Transit stations,2021-04-07,46.142857142857146,19.44
Workplaces,2021-04-07,55.714285714285715,19.44
Retail & recreation,2021-04-07,48.857142857142854,19.44
Grocery & pharmacy,2021-04-07,89.42857142857143,19.44
Residential,2021-04-07,114.71428571428571,19.44
Transit stations,2021-04-08,46.285714285714285,19.44
Workplaces,2021-04-08,56.57142857142857,19.44
Retail & recreation,2021-04-08,51.285714285714285,19.44
Grocery & pharmacy,2021-04-08,93.85714285714286,19.44
Residential,2021-04-08,114.85714285714286,19.44
Transit stations,2021-04-09,49.857142857142854,19.44
Workplaces,2021-04-09,61.285714285714285,19.44
Retail & recreation,2021-04-09,55.285714285714285,19.44
Grocery & pharmacy,2021-04-09,95.71428571428571,19.44
Residential,2021-04-09,113.14285714285714,19.44
Transit stations,2021-04-10,51.42857142857143,19.44
Workplaces,2021-04-10,62.285714285714285,19.44
Retail & recreation,2021-04-10,58,19.44
Grocery & pharmacy,2021-04-10,96.28571428571429,19.44
Residential,2021-04-10,112.57142857142857,19.44
Transit stations,2021-04-11,53,19.44
Workplaces,2021-04-11,63.142857142857146,19.44
Retail & recreation,2021-04-11,60.857142857142854,19.44
Grocery & pharmacy,2021-04-11,97.14285714285714,19.44
Residential,2021-04-11,112,19.44
Transit stations,2021-04-12,54.57142857142857,19.44
Workplaces,2021-04-12,64,19.44
Retail & recreation,2021-04-12,63.57142857142857,19.44
Grocery & pharmacy,2021-04-12,98,19.44
Residential,2021-04-12,111.42857142857143,19.44
Transit stations,2021-04-13,56.285714285714285,19.44
Workplaces,2021-04-13,64.85714285714286,19.44
Retail & recreation,2021-04-13,66.14285714285714,19.44
Grocery & pharmacy,2021-04-13,98.85714285714286,19.44
Residential,2021-04-13,110.71428571428571,19.44
Transit stations,2021-04-14,59,19.44
Workplaces,2021-04-14,65.57142857142857,19.44
Retail & recreation,2021-04-14,69,19.44
Grocery & pharmacy,2021-04-14,99.71428571428571,19.44
Residential,2021-04-14,110,19.44
Transit stations,2021-04-15,61.142857142857146,19.44
Workplaces,2021-04-15,66.14285714285714,19.44
Retail & recreation,2021-04-15,71.71428571428571,19.44
Grocery & pharmacy,2021-04-15,100.71428571428571,19.44
Residential,2021-04-15,109.57142857142857,19.44
Transit stations,2021-04-16,61.42857142857143,19.44
Workplaces,2021-04-16,67.28571428571429,19.44
Retail & recreation,2021-04-16,70.85714285714286,19.44
Grocery & pharmacy,2021-04-16,101,19.44
Residential,2021-04-16,109.42857142857143,19.44
Transit stations,2021-04-17,62,19.44
Workplaces,2021-04-17,68.57142857142857,19.44
Retail & recreation,2021-04-17,70.42857142857143,19.44
