place,date,value,StringencyIndex_Average_ForDisplay
Grocery & pharmacy,2021-06-15,108,19.44
Residential,2021-06-15,106,19.44
Transit stations,2021-06-16,67.14285714285714,19.44
Workplaces,2021-06-16,77.85714285714286,19.44
Retail & recreation,2021-06-16,84.28571428571429,19.44
Grocery & pharmacy,2021-06-16,107.85714285714286,19.44
Residential,2021-06-16,106.14285714285714,19.44
Transit stations,2021-06-17,66.28571428571429,19.44
Workplaces,2021-06-17,78,19.44
Retail & recreation,2021-06-17,85,19.44
Grocery & pharmacy,2021-06-17,107.42857142857143,19.44
Residential,2021-06-17,106.28571428571429,19.44
Transit stations,2021-06-18,65.85714285714286,19.44
Workplaces,2021-06-18,77.85714285714286,19.44
Retail & recreation,2021-06-18,84.42857142857143,19.44
Grocery & pharmacy,2021-06-18,106.57142857142857,19.44
Residential,2021-06-18,106.42857142857143,19.44
Transit stations,2021-06-19,65.71428571428571,19.44
Workplaces,2021-06-19,77.71428571428571,19.44
Retail & recreation,2021-06-19,84.14285714285714,19.44
Grocery & pharmacy,2021-06-19,105.85714285714286,19.44
Residential,2021-06-19,106.42857142857143,19.44
Transit stations,2021-06-20,65.57142857142857,19.44
Workplaces,2021-06-20,77.71428571428571,19.44
Retail & recreation,2021-06-20,84,19.44
Grocery & pharmacy,2021-06-20,105.28571428571429,19.44
Residential,2021-06-20,106.57142857142857,19.44
Transit stations,2021-06-21,65.71428571428571,19.44
Workplaces,2021-06-21,77.57142857142857,19.44
Retail & recreation,2021-06-21,84.28571428571429,19.44
Grocery & pharmacy,2021-06-21,105,19.44
Residential,2021-06-21,106.57142857142857,19.44
Transit stations,2021-06-22,66,19.44
Workplaces,2021-06-22,77.57142857142857,19.44
Retail & recreation,2021-06-22,85,19.44
Grocery & pharmacy,2021-06-22,105.28571428571429,19.44
Residential,2021-06-22,106.42857142857143,19.44
Transit stations,2021-06-23,66.57142857142857,19.44
Workplaces,2021-06-23,77.57142857142857,19.44
Retail & recreation,2021-06-23,85.28571428571429,19.44
Grocery & pharmacy,2021-06-23,104.71428571428571,19.44
Residential,2021-06-23,106.42857142857143,19.44
Transit stations,2021-06-24,66.85714285714286,19.44
Workplaces,2021-06-24,77.28571428571429,19.44
Retail & recreation,2021-06-24,85,19.44
Grocery & pharmacy,2021-06-24,104.42857142857143,19.44
Residential,2021-06-24,106.42857142857143,19.44
Transit stations,2021-06-25,67.14285714285714,19.44
Workplaces,2021-06-25,77.14285714285714,19.44
Retail & recreation,2021-06-25,85.57142857142857,19.44
Grocery & pharmacy,2021-06-25,104.85714285714286,19.44
Residential,2021-06-25,106.28571428571429,19.44
Transit stations,2021-06-26,66.85714285714286,19.44
Workplaces,2021-06-26,76.71428571428571,19.44
Retail & recreation,2021-06-26,85.28571428571429,19.44
Grocery & pharmacy,2021-06-26,104.28571428571429,19.44
Residential,2021-06-26,106.28571428571429,19.44
Transit stations,2021-06-27,66.71428571428571,19.44
Workplaces,2021-06-27,76.42857142857143,19.44
Retail & recreation,2021-06-27,85.42857142857143,19.44
Grocery & pharmacy,2021-06-27,104.28571428571429,19.44
Residential,2021-06-27,106.14285714285714,19.44
Transit stations,2021-06-28,66.85714285714286,19.44
Workplaces,2021-06-28,76.28571428571429,19.44
Retail & recreation,2021-06-28,85.71428571428571,19.44
Grocery & pharmacy,2021-06-28,104.57142857142857,19.44
Residential,2021-06-28,106,19.44
Transit stations,2021-06-29,67,19.44
Workplaces,2021-06-29,76.14285714285714,19.44
Retail & recreation,2021-06-29,85.71428571428571,19.44
Grocery & pharmacy,2021-06-29,104.57142857142857,19.44
Residential,2021-06-29,106,19.44
Transit stations,2021-06-30,66.57142857142857,19.44
Workplaces,2021-06-30,76,19.44
Retail & recreation,2021-06-30,85.28571428571429,19.44
Grocery & pharmacy,2021-06-30,104.57142857142857,19.44
Residential,2021-06-30,106.14285714285714,19.44
Transit stations,2021-07-01,66.57142857142857,19.44
Workplaces,2021-07-01,75.85714285714286,19.44
Retail & recreation,2021-07-01,85.14285714285714,19.44
Grocery & pharmacy,2021-07-01,104.42857142857143,19.44
Residential,2021-07-01,106.28571428571429,19.44
Transit stations,2021-07-02,66.57142857142857,19.44
Workplaces,2021-07-02,75.85714285714286,19.44
Retail & recreation,2021-07-02,85.28571428571429,19.44
Grocery & pharmacy,2021-07-02,104.42857142857143,19.44
Residential,2021-07-02,106.42857142857143,19.44
Transit stations,2021-07-03,66.57142857142857,19.44
Workplaces,2021-07-03,76,19.44
Retail & recreation,2021-07-03,85.28571428571429,19.44
Grocery & pharmacy,2021-07-03,104.85714285714286,19.44
Residential,2021-07-03,106.71428571428571,19.44
Transit stations,2021-07-04,66.71428571428571,19.44
Workplaces,2021-07-04,75.85714285714286,19.44
Retail & recreation,2021-07-04,85.28571428571429,19.44
Grocery & pharmacy,2021-07-04,105,19.44
Residential,2021-07-04,106.85714285714286,19.44
Transit stations,2021-07-05,66.57142857142857,19.44
Workplaces,2021-07-05,75.71428571428571,19.44
Retail & recreation,2021-07-05,85.14285714285714,19.44
Grocery & pharmacy,2021-07-05,104.71428571428571,19.44
Residential,2021-07-05,107,19.44
Transit stations,2021-07-06,66.42857142857143,19.44
Workplaces,2021-07-06,75.57142857142857,19.44
Retail & recreation,2021-07-06,85.14285714285714,19.44
Grocery & pharmacy,2021-07-06,104.57142857142857,19.44
Residential,2021-07-06,107.14285714285714,19.44
Transit stations,2021-07-07,66.57142857142857,19.44
Workplaces,2021-07-07,75.57142857142857,19.44
Retail & recreation,2021-07-07,85.42857142857143,19.44
Grocery & pharmacy,2021-07-07,104.71428571428571,19.44
Residential,2021-07-07,107.14285714285714,19.44
Transit stations,2021-07-08,67.28571428571429,19.44
Workplaces,2021-07-08,76.14285714285714,19.44
Retail & recreation,2021-07-08,85.85714285714286,19.44
Grocery & pharmacy,2021-07-08,105.71428571428571,19.44
Residential,2021-07-08,106.85714285714286,19.44
Transit stations,2021-07-09,67.14285714285714,19.44
Workplaces,2021-07-09,75.28571428571429,19.44
Retail & recreation,2021-07-09,85.14285714285714,19.44
Grocery & pharmacy,2021-07-09,104.85714285714286,19.44
Residential,2021-07-09,107,19.44
Transit stations,2021-07-10,67.42857142857143,19.44
Workplaces,2021-07-10,75,19.44
Retail & recreation,2021-07-10,85.57142857142857,19.44
Grocery & pharmacy,2021-07-10,105.14285714285714,19.44
Residential,2021-07-10,106.85714285714286,19.44
Transit stations,2021-07-11,67.57142857142857,19.44
Workplaces,2021-07-11,74.85714285714286,19.44
Retail & recreation,2021-07-11,85.85714285714286,19.44
Grocery & pharmacy,2021-07-11,105.28571428571429,19.44
Residential,2021-07-11,106.85714285714286,19.44
Transit stations,2021-07-12,67.71428571428571,19.44
Workplaces,2021-07-12,74.71428571428571,19.44
Retail & recreation,2021-07-12,86,19.44
Grocery & pharmacy,2021-07-12,105.71428571428571,19.44
Residential,2021-07-12,106.85714285714286,19.44
Transit stations,2021-07-13,68,19.44
Workplaces,2021-07-13,74.57142857142857,19.44
Retail & recreation,2021-07-13,86.14285714285714,19.44
Grocery & pharmacy,2021-07-13,106.14285714285714,19.44
Residential,2021-07-13,106.71428571428571,19.44
Transit stations,2021-07-14,68.57142857142857,19.44
Workplaces,2021-07-14,74.42857142857143,19.44
Retail & recreation,2021-07-14,85.71428571428571,19.44
Grocery & pharmacy,2021-07-14,106.42857142857143,19.44
Residential,2021-07-14,106.42857142857143,19.44
Transit stations,2021-07-15,68.71428571428571,19.44
Workplaces,2021-07-15,74,19.44
Retail & recreation,2021-07-15,85.42857142857143,19.44
Grocery & pharmacy,2021-07-15,106.28571428571429,19.44
Residential,2021-07-15,106.42857142857143,19.44
Transit stations,2021-07-16,69.14285714285714,19.44
Workplaces,2021-07-16,74.14285714285714,19.44
Retail & recreation,2021-07-16,86.71428571428571,19.44
Grocery & pharmacy,2021-07-16,108,19.44
Residential,2021-07-16,106.14285714285714,19.44
Transit stations,2021-07-17,69.14285714285714,19.44
Workplaces,2021-07-17,73.71428571428571,19.44
Retail & recreation,2021-07-17,87.14285714285714,19.44
Grocery & pharmacy,2021-07-17,108.57142857142857,19.44
Residential,2021-07-17,106.14285714285714,19.44
Transit stations,2021-07-18,69.14285714285714,19.44
Workplaces,2021-07-18,73.14285714285714,19.44
Retail & recreation,2021-07-18,87.28571428571429,19.44
Grocery & pharmacy,2021-07-18,108.85714285714286,19.44
Residential,2021-07-18,106.14285714285714,19.44
Transit stations,2021-07-19,69.14285714285714,19.44
Workplaces,2021-07-19,72.42857142857143,19.44
Retail & recreation,2021-07-19,87.57142857142857,19.44
Grocery & pharmacy,2021-07-19,109,19.44
Residential,2021-07-19,106.14285714285714,19.44
Transit stations,2021-07-20,69,19.44
Workplaces,2021-07-20,71.57142857142857,19.44
Retail & recreation,2021-07-20,87.85714285714286,19.44
Grocery & pharmacy,2021-07-20,108.71428571428571,19.44
Residential,2021-07-20,106.28571428571429,19.44
Transit stations,2021-07-21,68.85714285714286,19.44
Workplaces,2021-07-21,71.71428571428571,19.44
Retail & recreation,2021-07-21,88.28571428571429,19.44
Grocery & pharmacy,2021-07-21,108,19.44
Residential,2021-07-21,106.42857142857143,19.44
Transit stations,2021-07-22,68.85714285714286,19.44
Workplaces,2021-07-22,71.85714285714286,19.44
Retail & recreation,2021-07-22,88.57142857142857,19.44
Grocery & pharmacy,2021-07-22,107.14285714285714,19.44
Residential,2021-07-22,106.57142857142857,19.44
Transit stations,2021-07-23,68.85714285714286,19.44
Workplaces,2021-07-23,71.14285714285714,19.44
Retail & recreation,2021-07-23,89,19.44
Grocery & pharmacy,2021-07-23,106.57142857142857,19.44
Residential,2021-07-23,106.71428571428571,19.44
Transit stations,2021-07-24,68.71428571428571,19.44
Workplaces,2021-07-24,70.57142857142857,19.44
Retail & recreation,2021-07-24,89.28571428571429,19.44
Grocery & pharmacy,2021-07-24,105.85714285714286,19.44
Residential,2021-07-24,106.85714285714286,19.44
Transit stations,2021-07-25,68.28571428571429,19.44
Workplaces,2021-07-25,70,19.44
Retail & recreation,2021-07-25,89.57142857142857,19.44
Grocery & pharmacy,2021-07-25,105.14285714285714,19.44
Residential,2021-07-25,107.14285714285714,19.44
Transit stations,2021-07-26,68.28571428571429,19.44
Workplaces,2021-07-26,69.57142857142857,19.44
Retail & recreation,2021-07-26,90.28571428571429,19.44
Grocery & pharmacy,2021-07-26,104.71428571428571,19.44
Residential,2021-07-26,107.14285714285714,19.44
Transit stations,2021-07-27,68,19.44
Workplaces,2021-07-27,69.28571428571429,19.44
Retail & recreation,2021-07-27,90.28571428571429,19.44
Grocery & pharmacy,2021-07-27,104.14285714285714,19.44
Residential,2021-07-27,107.28571428571429,19.44
Transit stations,2021-07-28,68.42857142857143,19.44
Workplaces,2021-07-28,69.28571428571429,19.44
Retail & recreation,2021-07-28,90.71428571428571,19.44
Grocery & pharmacy,2021-07-28,104.14285714285714,19.44
Residential,2021-07-28,107.14285714285714,19.44
Transit stations,2021-07-29,68.71428571428571,19.44
Workplaces,2021-07-29,69.28571428571429,19.44
Retail & recreation,2021-07-29,91.42857142857143,19.44
Grocery & pharmacy,2021-07-29,104.28571428571429,19.44
Residential,2021-07-29,107,19.44
Transit stations,2021-07-30,68.85714285714286,19.44
Workplaces,2021-07-30,69.14285714285714,19.44
Retail & recreation,2021-07-30,91.85714285714286,19.44
Grocery & pharmacy,2021-07-30,104.14285714285714,19.44
Residential,2021-07-30,107,19.44
Transit stations,2021-07-31,69.14285714285714,19.44
Workplaces,2021-07-31,69,19.44
Retail & recreation,2021-07-31,92.57142857142857,19.44
Grocery & pharmacy,2021-07-31,104.28571428571429,19.44
Residential,2021-07-31,106.85714285714286,19.44
Transit stations,2021-08-01,69.71428571428571,19.44
Workplaces,2021-08-01,69,19.44
Retail & recreation,2021-08-01,93.14285714285714,19.44
Grocery & pharmacy,2021-08-01,104.57142857142857,19.44
Residential,2021-08-01,106.57142857142857,19.44
Transit stations,2021-08-02,69.42857142857143,19.44
Workplaces,2021-08-02,68.85714285714286,19.44
Retail & recreation,2021-08-02,92.71428571428571,19.44
Grocery & pharmacy,2021-08-02,104.28571428571429,19.44
Residential,2021-08-02,106.71428571428571,19.44
Transit stations,2021-08-03,69.42857142857143,19.44
Workplaces,2021-08-03,68.71428571428571,19.44
Retail & recreation,2021-08-03,92.71428571428571,19.44
Grocery & pharmacy,2021-08-03,104.28571428571429,19.44
Residential,2021-08-03,106.71428571428571,19.44
Transit stations,2021-08-04,69.14285714285714,19.44
Workplaces,2021-08-04,68.42857142857143,19.44
Retail & recreation,2021-08-04,92.42857142857143,19.44
Grocery & pharmacy,2021-08-04,104,19.44
Residential,2021-08-04,106.85714285714286,19.44
Transit stations,2021-08-05,68.85714285714286,19.44
Workplaces,2021-08-05,68.28571428571429,19.44
Retail & recreation,2021-08-05,91.85714285714286,19.44
Grocery & pharmacy,2021-08-05,103.85714285714286,19.44
Residential,2021-08-05,107,19.44
Transit stations,2021-08-06,68.71428571428571,19.44
Workplaces,2021-08-06,68.42857142857143,19.44
Retail & recreation,2021-08-06,91.57142857142857,19.44
Grocery & pharmacy,2021-08-06,103.71428571428571,19.44
Residential,2021-08-06,107,19.44
Transit stations,2021-08-07,69,19.44
Workplaces,2021-08-07,68.57142857142857,19.44
Retail & recreation,2021-08-07,91.85714285714286,19.44
Grocery & pharmacy,2021-08-07,103.85714285714286,19.44
Residential,2021-08-07,107,19.44
Transit stations,2021-08-08,69,19.44
Workplaces,2021-08-08,68.57142857142857,19.44
Retail & recreation,2021-08-08,91.85714285714286,19.44
Grocery & pharmacy,2021-08-08,103.71428571428571,19.44
Residential,2021-08-08,107,19.44
Transit stations,2021-08-09,69.57142857142857,19.44
Workplaces,2021-08-09,68.71428571428571,19.44
Retail & recreation,2021-08-09,92.57142857142857,19.44
Grocery & pharmacy,2021-08-09,104,19.44
Residential,2021-08-09,106.85714285714286,19.44
Transit stations,2021-08-10,70.14285714285714,19.44
Workplaces,2021-08-10,68.85714285714286,19.44
Retail & recreation,2021-08-10,93,19.44
Grocery & pharmacy,2021-08-10,104.28571428571429,19.44
Residential,2021-08-10,106.71428571428571,19.44
Transit stations,2021-08-11,71,19.44
Workplaces,2021-08-11,69,19.44
Retail & recreation,2021-08-11,93.42857142857143,19.44
Grocery & pharmacy,2021-08-11,104.57142857142857,19.44
Residential,2021-08-11,106.42857142857143,19.44
Transit stations,2021-08-12,71.85714285714286,19.44
Workplaces,2021-08-12,69.14285714285714,19.44
Retail & recreation,2021-08-12,94,19.44
Grocery & pharmacy,2021-08-12,104.85714285714286,19.44
Residential,2021-08-12,106.28571428571429,19.44
Transit stations,2021-08-13,72.14285714285714,19.44
Workplaces,2021-08-13,69.14285714285714,19.44
Retail & recreation,2021-08-13,94.14285714285714,19.44
Grocery & pharmacy,2021-08-13,105,19.44
Residential,2021-08-13,106.14285714285714,19.44
Transit stations,2021-08-14,71.85714285714286,19.44
Workplaces,2021-08-14,69,19.44
Retail & recreation,2021-08-14,93.57142857142857,19.44
Grocery & pharmacy,2021-08-14,104.71428571428571,19.44
Residential,2021-08-14,106.14285714285714,19.44
Transit stations,2021-08-15,71.85714285714286,19.44
Workplaces,2021-08-15,69.28571428571429,19.44
Retail & recreation,2021-08-15,93.57142857142857,19.44
Grocery & pharmacy,2021-08-15,104.71428571428571,19.44
Residential,2021-08-15,106.14285714285714,19.44
Transit stations,2021-08-16,71.85714285714286,19.44
Workplaces,2021-08-16,69.42857142857143,19.44
Retail & recreation,2021-08-16,93.14285714285714,19.44
Grocery & pharmacy,2021-08-16,104.57142857142857,19.44
Residential,2021-08-16,106.14285714285714,19.44
Transit stations,2021-08-17,71.85714285714286,19.44
Workplaces,2021-08-17,69.57142857142857,19.44
Retail & recreation,2021-08-17,93.14285714285714,19.44
Grocery & pharmacy,2021-08-17,104.42857142857143,19.44
Residential,2021-08-17,106,19.44
Transit stations,2021-08-18,71.28571428571429,19.44
Workplaces,2021-08-18,69.42857142857143,19.44
Retail & recreation,2021-08-18,92.85714285714286,19.44
Grocery & pharmacy,2021-08-18,104.14285714285714,19.44
Residential,2021-08-18,106.28571428571429,19.44
Transit stations,2021-08-19,71.14285714285714,19.44
Workplaces,2021-08-19,69.57142857142857,19.44
Retail & recreation,2021-08-19,92.71428571428571,19.44
Grocery & pharmacy,2021-08-19,104,19.44
Residential,2021-08-19,106.28571428571429,19.44
Transit stations,2021-08-20,71.28571428571429,19.44
Workplaces,2021-08-20,69.71428571428571,19.44
Retail & recreation,2021-08-20,93,19.44
Grocery & pharmacy,2021-08-20,104,19.44
Residential,2021-08-20,106.28571428571429,19.44
Transit stations,2021-08-21,71.71428571428571,19.44
Workplaces,2021-08-21,70,19.44
Retail & recreation,2021-08-21,93.42857142857143,19.44
Grocery & pharmacy,2021-08-21,104.14285714285714,19.44
Residential,2021-08-21,106.14285714285714,19.44
Transit stations,2021-08-22,72,19.44
Workplaces,2021-08-22,69.85714285714286,19.44
Retail & recreation,2021-08-22,93.71428571428571,19.44
Grocery & pharmacy,2021-08-22,104.42857142857143,19.44
Residential,2021-08-22,106,19.44
Transit stations,2021-08-23,72.28571428571429,19.44
Workplaces,2021-08-23,69.85714285714286,19.44
Retail & recreation,2021-08-23,94.28571428571429,19.44
Grocery & pharmacy,2021-08-23,104.71428571428571,19.44
Residential,2021-08-23,105.85714285714286,19.44
Transit stations,2021-08-24,72.71428571428571,19.44
Workplaces,2021-08-24,69.71428571428571,19.44
Retail & recreation,2021-08-24,94.71428571428571,19.44
Grocery & pharmacy,2021-08-24,105.28571428571429,19.44
Residential,2021-08-24,105.85714285714286,19.44
Transit stations,2021-08-25,73.71428571428571,19.44
Workplaces,2021-08-25,69.85714285714286,19.44
Retail & recreation,2021-08-25,95.28571428571429,19.44
Grocery & pharmacy,2021-08-25,105.71428571428571,19.44
Residential,2021-08-25,105.57142857142857,19.44
Transit stations,2021-08-26,74.42857142857143,19.44
Workplaces,2021-08-26,69.71428571428571,19.44
Retail & recreation,2021-08-26,96.42857142857143,19.44
Grocery & pharmacy,2021-08-26,105.85714285714286,19.44
Residential,2021-08-26,105.42857142857143,19.44
Transit stations,2021-08-27,73,19.44
Workplaces,2021-08-27,65.57142857142857,19.44
Retail & recreation,2021-08-27,96.57142857142857,19.44
Grocery & pharmacy,2021-08-27,104.42857142857143,19.44
Residential,2021-08-27,106.28571428571429,19.44
Transit stations,2021-08-28,72.85714285714286,19.44
Workplaces,2021-08-28,65.57142857142857,19.44
Retail & recreation,2021-08-28,96.42857142857143,19.44
Grocery & pharmacy,2021-08-28,105.14285714285714,19.44
Residential,2021-08-28,106.42857142857143,19.44
Transit stations,2021-08-29,72.71428571428571,19.44
Workplaces,2021-08-29,66.14285714285714,19.44
Retail & recreation,2021-08-29,96,19.44
Grocery & pharmacy,2021-08-29,105.28571428571429,19.44
Residential,2021-08-29,106.57142857142857,19.44
Transit stations,2021-08-30,72.57142857142857,19.44
Workplaces,2021-08-30,66.85714285714286,19.44
Retail & recreation,2021-08-30,95.42857142857143,19.44
Grocery & pharmacy,2021-08-30,105.28571428571429,19.44
Residential,2021-08-30,106.57142857142857,19.44
Transit stations,2021-08-31,72.42857142857143,19.44
Workplaces,2021-08-31,67.85714285714286,19.44
Retail & recreation,2021-08-31,95,19.44
Grocery & pharmacy,2021-08-31,105,19.44
Residential,2021-08-31,106.57142857142857,19.44
Transit stations,2021-09-01,71.85714285714286,19.44
Workplaces,2021-09-01,68.28571428571429,19.44
Retail & recreation,2021-09-01,95.14285714285714,19.44
Grocery & pharmacy,2021-09-01,105.14285714285714,19.44
Residential,2021-09-01,106.71428571428571,19.44
Transit stations,2021-09-02,71.42857142857143,19.44
Workplaces,2021-09-02,68.57142857142857,19.44
Retail & recreation,2021-09-02,94.71428571428571,19.44
Grocery & pharmacy,2021-09-02,105.57142857142857,19.44
Residential,2021-09-02,106.85714285714286,19.44
Transit stations,2021-09-03,73.42857142857143,19.44
Workplaces,2021-09-03,73.85714285714286,19.44
Retail & recreation,2021-09-03,94.14285714285714,19.44
Grocery & pharmacy,2021-09-03,107.42857142857143,19.44
Residential,2021-09-03,105.85714285714286,19.44
Transit stations,2021-09-04,74.14285714285714,19.44
Workplaces,2021-09-04,75,19.44
Retail & recreation,2021-09-04,93.71428571428571,19.44
Grocery & pharmacy,2021-09-04,107.14285714285714,19.44
Residential,2021-09-04,105.57142857142857,19.44
Transit stations,2021-09-05,74.85714285714286,19.44
Workplaces,2021-09-05,75.71428571428571,19.44
Retail & recreation,2021-09-05,93.42857142857143,19.44
Grocery & pharmacy,2021-09-05,107.14285714285714,19.44
Residential,2021-09-05,105.28571428571429,19.44
Transit stations,2021-09-06,75.28571428571429,19.44
Workplaces,2021-09-06,76.28571428571429,19.44
Retail & recreation,2021-09-06,92.71428571428571,19.44
Grocery & pharmacy,2021-09-06,107,19.44
Residential,2021-09-06,105.14285714285714,19.44
Transit stations,2021-09-07,75.71428571428571,19.44
Workplaces,2021-09-07,76.85714285714286,19.44
Retail & recreation,2021-09-07,92.42857142857143,19.44
Grocery & pharmacy,2021-09-07,107,19.44
Residential,2021-09-07,105,19.44
Transit stations,2021-09-08,76.14285714285714,19.44
Workplaces,2021-09-08,76.85714285714286,19.44
Retail & recreation,2021-09-08,92.57142857142857,19.44
Grocery & pharmacy,2021-09-08,107.14285714285714,19.44
Residential,2021-09-08,105,19.44
Transit stations,2021-09-09,76,19.44
Workplaces,2021-09-09,76.71428571428571,19.44
Retail & recreation,2021-09-09,92.28571428571429,19.44
Grocery & pharmacy,2021-09-09,107.14285714285714,19.44
Residential,2021-09-09,105,19.44
Transit stations,2021-09-10,76.14285714285714,19.44
Workplaces,2021-09-10,76.85714285714286,19.44
Retail & recreation,2021-09-10,91.85714285714286,19.44
Grocery & pharmacy,2021-09-10,106.85714285714286,19.44
Residential,2021-09-10,105,19.44
Transit stations,2021-09-11,76,19.44
Workplaces,2021-09-11,76.71428571428571,19.44
Retail & recreation,2021-09-11,91,19.44
Grocery & pharmacy,2021-09-11,106.14285714285714,19.44
Residential,2021-09-11,105.14285714285714,19.44
Transit stations,2021-09-12,76.14285714285714,19.44
Workplaces,2021-09-12,76.71428571428571,19.44
Retail & recreation,2021-09-12,91,19.44
Grocery & pharmacy,2021-09-12,106.14285714285714,19.44
Residential,2021-09-12,105.14285714285714,19.44
Transit stations,2021-09-13,76.42857142857143,19.44
Workplaces,2021-09-13,76.57142857142857,19.44
Retail & recreation,2021-09-13,91.42857142857143,19.44
Grocery & pharmacy,2021-09-13,106.14285714285714,19.44
Residential,2021-09-13,105,19.44
Transit stations,2021-09-14,76.42857142857143,19.44
Workplaces,2021-09-14,76.14285714285714,19.44
Retail & recreation,2021-09-14,91.57142857142857,19.44
Grocery & pharmacy,2021-09-14,106.14285714285714,19.44
Residential,2021-09-14,105,19.44
Transit stations,2021-09-15,76.42857142857143,19.44
Workplaces,2021-09-15,75.85714285714286,19.44
Retail & recreation,2021-09-15,91.57142857142857,19.44
Grocery & pharmacy,2021-09-15,106,19.44
Residential,2021-09-15,104.85714285714286,19.44
Transit stations,2021-09-16,76.14285714285714,19.44
Workplaces,2021-09-16,75.42857142857143,19.44
Retail & recreation,2021-09-16,91.28571428571429,19.44
Grocery & pharmacy,2021-09-16,105.71428571428571,19.44
Residential,2021-09-16,105,19.44
Transit stations,2021-09-17,76,19.44
Workplaces,2021-09-17,75.28571428571429,19.44
Retail & recreation,2021-09-17,91.28571428571429,19.44
Grocery & pharmacy,2021-09-17,105.71428571428571,19.44
Residential,2021-09-17,104.85714285714286,19.44
Transit stations,2021-09-18,76.14285714285714,19.44
Workplaces,2021-09-18,75.42857142857143,19.44
Retail & recreation,2021-09-18,91.85714285714286,19.44
Grocery & pharmacy,2021-09-18,106.14285714285714,19.44
Residential,2021-09-18,104.71428571428571,19.44
Transit stations,2021-09-19,76.14285714285714,19.44
Workplaces,2021-09-19,75.71428571428571,19.44
Retail & recreation,2021-09-19,91.71428571428571,19.44
Grocery & pharmacy,2021-09-19,105.85714285714286,19.44
Residential,2021-09-19,104.71428571428571,19.44
Transit stations,2021-09-20,76,19.44
Workplaces,2021-09-20,76.14285714285714,19.44
Retail & recreation,2021-09-20,91.57142857142857,19.44
Grocery & pharmacy,2021-09-20,105.85714285714286,19.44
Residential,2021-09-20,104.85714285714286,19.44
Transit stations,2021-09-21,76.28571428571429,19.44
Workplaces,2021-09-21,76.42857142857143,19.44
Retail & recreation,2021-09-21,91.85714285714286,19.44
Grocery & pharmacy,2021-09-21,106.42857142857143,19.44
Residential,2021-09-21,104.71428571428571,19.44
Transit stations,2021-09-22,76.57142857142857,19.44
Workplaces,2021-09-22,76.42857142857143,19.44
Retail & recreation,2021-09-22,91.71428571428571,19.44
Grocery & pharmacy,2021-09-22,106.42857142857143,19.44
Residential,2021-09-22,104.85714285714286,19.44
Transit stations,2021-09-23,77.28571428571429,19.44
Workplaces,2021-09-23,76.57142857142857,19.44
Retail & recreation,2021-09-23,91.71428571428571,19.44
Grocery & pharmacy,2021-09-23,106.57142857142857,19.44
Residential,2021-09-23,104.85714285714286,19.44
Transit stations,2021-09-24,77.28571428571429,19.44
Workplaces,2021-09-24,76.71428571428571,19.44
Retail & recreation,2021-09-24,91,19.44
Grocery & pharmacy,2021-09-24,106.42857142857143,19.44
Residential,2021-09-24,105.14285714285714,19.44
Transit stations,2021-09-25,77.14285714285714,19.44
Workplaces,2021-09-25,76.71428571428571,19.44
Retail & recreation,2021-09-25,90.14285714285714,19.44
Grocery & pharmacy,2021-09-25,106,19.44
Residential,2021-09-25,105.28571428571429,19.44
Transit stations,2021-09-26,76.85714285714286,19.44
Workplaces,2021-09-26,76.42857142857143,19.44
Retail & recreation,2021-09-26,89.71428571428571,19.44
Grocery & pharmacy,2021-09-26,106,19.44
Residential,2021-09-26,105.28571428571429,19.44
Transit stations,2021-09-27,76.57142857142857,19.44
Workplaces,2021-09-27,76.14285714285714,19.44
Retail & recreation,2021-09-27,89.28571428571429,19.44
Grocery & pharmacy,2021-09-27,105.71428571428571,19.44
Residential,2021-09-27,105.42857142857143,19.44
Transit stations,2021-09-28,76,19.44
Workplaces,2021-09-28,76.14285714285714,19.44
Retail & recreation,2021-09-28,88.85714285714286,19.44
Grocery & pharmacy,2021-09-28,105,19.44
Residential,2021-09-28,105.71428571428571,19.44
Transit stations,2021-09-29,74.42857142857143,19.44
Workplaces,2021-09-29,75.71428571428571,19.44
Retail & recreation,2021-09-29,88.14285714285714,19.44
Grocery & pharmacy,2021-09-29,104.28571428571429,19.44
Residential,2021-09-29,106,19.44
Transit stations,2021-09-30,73.57142857142857,19.44
Workplaces,2021-09-30,75.57142857142857,19.44
Retail & recreation,2021-09-30,88.28571428571429,19.44
Grocery & pharmacy,2021-09-30,104.14285714285714,19.44
Residential,2021-09-30,106.14285714285714,19.44
Transit stations,2021-10-01,73.14285714285714,19.44
Workplaces,2021-10-01,75.57142857142857,19.44
Retail & recreation,2021-10-01,88.42857142857143,19.44
Grocery & pharmacy,2021-10-01,103.71428571428571,19.44
Residential,2021-10-01,106,19.44
Transit stations,2021-10-02,72.71428571428571,19.44
Workplaces,2021-10-02,75.57142857142857,19.44
Retail & recreation,2021-10-02,88.42857142857143,19.44
Grocery & pharmacy,2021-10-02,103.42857142857143,19.44
Residential,2021-10-02,106,19.44
Transit stations,2021-10-03,72.57142857142857,19.44
Workplaces,2021-10-03,75.71428571428571,19.44
Retail & recreation,2021-10-03,88.57142857142857,19.44
Grocery & pharmacy,2021-10-03,103.14285714285714,19.44
Residential,2021-10-03,106,19.44
Transit stations,2021-10-04,72.57142857142857,19.44
Workplaces,2021-10-04,75.85714285714286,19.44
Retail & recreation,2021-10-04,88.71428571428571,19.44
Grocery & pharmacy,2021-10-04,103,19.44
